LAST NAME,FIRST NAME,DOB,POB,SSN,SEX,STREET NUMBER,STREET NAME,VOTER REG DATE,PARTY 
FELIX,BRITTANY,1949/2/11,KENTUCKY,754-24-7002,FEMALE,16,STRAWBERRY,1972/5/21,DEMOCRAT
CLARKE,Hanna,1951/11/9,Alderwood,381-18-9156,FEMALE,2366,SAVANNAH,1972/5/22,REPUBLICAN
METZ,MATTHEW,1953/5/27,DELAWARE,269-16-4982,MALE,333,HONEYSUCKLE,1972/5/22,DEMOCRAT
MILLER,Irene,1950/6/27,Alderwood,158-40-8792,FEMALE,704,SUNSET,1972/5/22,DEMOCRAT
ATKINSON,RACHEL,1951/11/10,Alderwood,804-30-7811,FEMALE,510,LAVENDER,1972/5/23,DEMOCRAT
BEASLEY,Ike,1935/6/7,Alderwood,339-21-2879,MALE,339,BORZOI,1972/5/23,INDEPENDENT
WILSON,Jose,1950/6/28,Mexico,935-67-7149,MALE,600,BUFFALOBERRY,1972/5/23,DEMOCRAT
LEHN,DANIEL,1953/3/25,Oregon,536-83-1084,MALE,3484,PALMETTO,1972/5/24,DEMOCRAT
LEMBO,Josephine,1950/6/29,Mexico,713-71-0090,FEMALE,625,MUM,1972/5/24,DEMOCRAT
MOORE,Katrina,1951/11/11,Alderwood,267-28-6180,FEMALE,854,SAGUARO,1972/5/24,DEMOCRAT
GONZALEZ,Kyle,1950/6/30,ARIZONA,087-45-4422,MALE,291,SIXTEENTH,1972/5/25,DEMOCRAT
RIEKSTS,MEGAN,1951/11/12,ARIZONA,803-02-9620,FEMALE,309,SAGE,1972/5/25,REPUBLICAN
TAYLOR,Lee,1935/6/9,Alderwood,192-76-5643,MALE,346,BOBTAIL,1972/5/25,DEMOCRAT
AABERG,Maria,1950/7/1,Oregon,342-33-1403,FEMALE,3526,KOMONDOR,1972/5/26,REPUBLICAN
CARR,Laura,1935/6/10,Alderwood,562-52-3162,FEMALE,949,SNOWBERRY,1972/5/26,DEMOCRAT
YOUNG,JOSHUA,1953/3/27,Alderwood,075-35-8742,MALE,658,THISTLE,1972/5/26,REPUBLICAN
ABBOTT,Nate,1951/11/14,Alderwood,715-80-9391,MALE,1761,PAPILION,1972/5/27,REPUBLICAN
CLAPHAN,EMILY,1953/6/1,Idaho,377-84-2583,FEMALE,72,PERSIAN,1972/5/27,REPUBLICAN
SCHILLE,Marco,1953/3/28,Idaho,437-24-9104,MALE,154,BITTERSWEET,1972/5/27,DEMOCRAT
ACE,Ophelia,1953/3/29,Alderwood,040-83-3682,FEMALE,688,CRANBERRY,1972/5/28,REPUBLICAN
MACASIEB,JUSTIN,1950/7/3,Alderwood,172-19-4235,MALE,1030,EIGHTH,1972/5/28,REPUBLICAN
PRATT,Nana,1951/11/15,Alderwood,101-55-4546,MALE,2758,SCOTTISH,1972/5/28,DEMOCRAT
ACKERMAN,Philippe,1953/3/30,INDIANA,533-05-8501,MALE,1372,BUTTONWOOD,1972/5/29,REPUBLICAN
MUNTEAN,Omar,1942/4/17,Alderwood,820-06-6073,MALE,2884,SNOWBERRY,1972/5/29,REPUBLICAN
WHYATT,SARAH,1935/6/13,Alderwood,136-69-1223,FEMALE,141,SIXTH,1972/5/29,REPUBLICAN
ADAMS,Rita,1935/6/14,NEBRASKA,292-73-8148,FEMALE,1950,SUMAC,1972/5/30,REPUBLICAN
DODSON,Paloma,1951/11/17,Alderwood,576-24-9118,FEMALE,1134,RAGAMUFFIN,1972/5/30,REPUBLICAN
HASS,NEWTON,1950/7/5,Alderwood,621-69-3255,MALE,1395,CRANBERRY,1972/5/30,REPUBLICAN
ADDLEMAN,Stan,1950/7/6,Wyoming,350-52-9082,MALE,1080,GINGER,1972/5/31,REPUBLICAN
AMIDAN,Rene,1949/2/21,Alderwood,532-61-3828,FEMALE,1281,SNOWSHOE,1972/5/31,REPUBLICAN
ROBB,TAYLOR,1950/7/6,MEXICO,600-51-7826,MALE,692,CRANBERRY,1972/5/31,REPUBLICAN
ADKINS,Tammy,1949/2/22,Alderwood,263-93-3325,FEMALE,1491,THIRD,1972/6/1,REPUBLICAN
BLAZON,RYAN,1953/4/2,Mexico,031-97-4637,MALE,995,ELEVENTH,1972/6/1,INDEPENDENT
HEASLER,Sally,1950/7/7,Alderwood,155-29-3505,FEMALE,870,PRICKLYPEAR,1972/6/1,REPUBLICAN
ALEXANDER,Vince,1953/6/7,Utah,576-77-0655,MALE,241,CORNFLOWER,1972/6/2,INDEPENDENT
DESTEESE,Teddy,1953/4/3,Alderwood,979-95-3033,FEMALE,448,BLACKBERRY,1972/6/2,REPUBLICAN
LETTAU,JESSICA,1953/4/3,ARIZONA,954-91-2838,FEMALE,110,PETERBALD,1972/6/2,DEMOCRAT
AKER,Wilma,1951/11/21,ARIZONA,941-34-3221,FEMALE,493,BARREL,1972/6/3,DEMOCRAT
PFEIFER,ANDREW,1949/2/24,ARIZONA,414-17-1813,MALE,21,SASKATOON,1972/6/3,DEMOCRAT
TRIMBLE,Vicky,1954/6/8,Alderwood,402-64-6030,FEMALE,88,HIMALAYA,1972/6/3,REPUBLICAN
ALLEN,Alberto,1953/4/5,ILLINOIS,659-49-8325,MALE,498,SASKATOON,1972/6/4,DEMOCRAT
BRIGGS,Wilfred,1950/7/10,Alderwood,761-47-8979,MALE,1575,EIGHTEENTH,1972/6/4,REPUBLICAN
THURMAN,ASHLEY,1954/6/9,NEW HAMPSHIRE,882-01-8668,FEMALE,103,NINETEENTH ,1972/6/4,DEMOCRAT
ALLWINE,Beryl,1951/11/23,Montana,657-74-9428,FEMALE,28,MAPLE,1972/6/5,DEMOCRAT
LIND,NICHOLAS,1950/7/11,Oregon,143-29-6988,MALE,835,BOXER,1972/6/5,DEMOCRAT
UTTER,Ana,1950/7/11,Alderwood,181-94-7269,FEMALE,613,ALDER,1972/6/5,INDEPENDENT
AMAN,Chris,1953/4/7,Utah,557-84-1957,FEMALE,200,CHOWCHOW,1972/6/6,DEMOCRAT
MCKINLEY,Bill,1950/7/12,LOUISIANNA,083-07-3420,MALE,35,LAUREL,1972/6/6,DEMOCRAT
MORRIS,SAMANTHA,1953/6/11,ARIZONA,862-59-6639,FEMALE,413,SIXTEENTH,1972/6/6,DEMOCRAT
BACHELOR,Debby,1953/6/12,Alderwood,701-74-1158,FEMALE,1026,MUNCHKIN,1972/6/7,DEMOCRAT
MAHY,TYLER,1951/11/25,Alderwood,022-28-3901,FEMALE,1484,SINGAPURA,1972/6/7,REPUBLICAN
PITMAN,Claudette,1950/7/13,Utah,490-08-1349,FEMALE,220,SWEET PEA,1972/6/7,DEMOCRAT
BACON,Ernesto,1950/7/14,VERMONT,014-10-3079,MALE,76,HONEYSUCKLE,1972/6/8,REPUBLICAN
BAKER,MADISON,1953/6/13,Alderwood,638-92-7769,FEMALE,2737,SECOND,1972/6/8,REPUBLICAN
MILLER,Danny,1950/7/14,Utah,913-59-5796,MALE,245,EIGHTH,1972/6/8,DEMOCRAT
BAER,Florence,1935/6/24,Washington,130-18-1767,FEMALE,1735,SAVANNAH,1972/6/9,REPUBLICAN
BUXTON,JACOB,1935/6/24,FLORIDA,360-55-5033,MALE,100,PALMETTO,1972/6/9,REPUBLICAN
POUNDS,Erika,1951/11/27,NEW HAMPSHIRE,624-26-0179,FEMALE,317,JUNIPER,1972/6/9,DEMOCRAT
BAILEY,Gordon,1950/7/16,Idaho,253-02-1656,MALE,81,MARIGOLD,1972/6/10,REPUBLICAN
MUSE,Fred,1935/6/25,Alderwood,627-89-9854,MALE,427,FOXGLOVE,1972/6/10,DEMOCRAT
WIBORG,HANNAH,1953/4/11,Alderwood,010-55-9292,FEMALE,1739,DALMATIAN,1972/6/10,REPUBLICAN
BAKER,Helene,1950/7/17,Idaho,469-36-0555,FEMALE,81,BIRCH,1972/6/11,REPUBLICAN
CASEY,Grace,1950/7/17,Utah,073-94-9271,FEMALE,75,ELEVENTH,1972/6/11,REPUBLICAN
VARLEY,ZACHARY,1954/6/16,Washington,308-93-6796,MALE,9,PIXIE,1972/6/11,REPUBLICAN
HARTWELL,KAYLA,1950/7/18,ARIZONA,620-09-4400,FEMALE,245,ASTER,1972/6/12,REPUBLICAN
JANSSEN,Henri,1951/11/30,Alderwood,479-82-3861,MALE,427,ESKIMO,1972/6/12,REPUBLICAN
WHITFORD,Isaac,1953/4/13,Alderwood,931-86-7634,MALE,448,PERSIMMON,1972/6/12,REPUBLICAN
BUSCHBACH,BRANDON,1949/3/6,Alderwood,806-95-0963,MALE,357,MAPLE,1972/6/13,REPUBLICAN
MILLER,Joyce,1953/4/14,Utah,262-45-9215,FEMALE,555,AFGHAN,1972/6/13,REPUBLICAN
NAVEJAR,Ida,1953/4/14,Alderwood,676-52-8989,FEMALE,2254,ASTER,1972/6/13,REPUBLICAN
BECKER,Kirk,1949/3/7,California,198-35-8136,MALE,134,HOLLY,1972/6/14,REPUBLICAN
DROPPO,Joaquin,1953/4/15,Montana,992-50-5504,FEMALE,109,SUNSET,1972/6/14,REPUBLICAN
GLUKHOVA,ALEXIS,1950/7/20,NEBRASKA,219-20-7213,FEMALE,752,KEESHOND,1972/6/14,INDEPENDENT
BRAGG,Leslie,1954/6/20,Alderwood,957-23-7306,FEMALE,1714,BASENJI,1972/6/15,INDEPENDENT
CAMPBELL,AUSTIN,1950/7/21,Montana,265-21-4687,MALE,21,CLOUDBERRY,1972/6/15,DEMOCRAT
KNIGHT,Kate,1935/6/30,NEW YORK,612-29-0621,FEMALE,389,HAWTHORN,1972/6/15,REPUBLICAN
FOLEY,Michael,1934/2/16,Alderwood,706-76-3964,MALE,2849,FIRST ,1972/6/16,DEMOCRAT
HERRINGTON,Larry,1950/7/22,MARYLAND,048-62-4990,MALE,143,BLUEBERRY,1972/6/16,REPUBLICAN
NANNI,LISA,1953/4/17,NEBRASKA,008-12-7408,FEMALE,307,TWELVTH,1972/6/16,DEMOCRAT
GARRETT,ETHAN,1954/6/22,California,593-30-5894,MALE,90,SPRUCE,1972/6/17,DEMOCRAT
HENDERSON,Nadine,1950/7/23,Alderwood,887-16-2398,FEMALE,1824,MUM,1972/6/17,DEMOCRAT
RAPPE,Mindy,1949/3/10,Alderwood,486-61-5968,FEMALE,1388,PINSCHER,1972/6/17,REPUBLICAN
BALL,Oscar,1951/12/6,Alderwood,670-15-9192,MALE,346,LAVENDER,1972/6/18,DEMOCRAT
BONDARCHUK,CHRISTINE,1951/12/6,MEXICO,099-55-1127,FEMALE,134,DAFFODIL,1972/6/18,DEMOCRAT
PETTIT,Nicholas,1953/6/23,Alderwood,342-43-8505,MALE,1023,PAWPAW,1972/6/18,INDEPENDENT
BARRO,Patty,1953/6/24,Montana,934-44-7749,FEMALE,200,CHIHUAHUA,1972/6/19,DEMOCRAT
FANKHAUSER,Odette,1951/12/7,California,391-36-1077,FEMALE,185,ASTER,1972/6/19,DEMOCRAT
KIMMEL,ANTHONY,1953/4/20,Oregon,796-09-0325,MALE,3064,AKITA,1972/6/19,DEMOCRAT
ANDERSON,Peter,1953/4/21,NORTH CAROLINA,390-81-1697,MALE,193,SERENGETI,1972/6/20,DEMOCRAT
BARNES,Rafael,1935/7/5,Alderwood,978-18-2202,MALE,943,MAPLE,1972/6/20,DEMOCRAT
IRWIN,CHRISTINA,1951/12/8,Montana,161-33-8296,FEMALE,50,CORGI,1972/6/20,REPUBLICAN
BARRETT,Sandy,1953/4/22,Utah,113-84-2265,FEMALE,1015,TIFFANY,1972/6/21,REPUBLICAN
BLAKE,ALEXANDER,1953/6/26,Alderwood,040-47-8561,MALE,229,PHEASANT,1972/6/21,REPUBLICAN
RODRIGUEZ,Rose,1951/12/9,Alderwood,809-62-3716,FEMALE,1513,BARREL,1972/6/21,DEMOCRAT
BARRY,Tony,1954/6/27,Alderwood,933-01-6614,MALE,3262,TWINBERRY,1972/6/22,REPUBLICAN
CLARK,TRACY,1951/12/10,MEXICO,680-73-4900,FEMALE,710,KOMONDOR,1972/6/22,REPUBLICAN
PETRIK,Sam,1953/4/23,Oregon,006-40-5634,MALE,2887,PRICKLYPEAR,1972/6/22,DEMOCRAT
COVERT,JONATHON,1950/7/29,Alderwood,909-08-4978,MALE,1631,LABRADOR,1972/6/23,REPUBLICAN
OLIVEIRA,Valerie,1950/7/29,California,122-41-2500,FEMALE,247,TURKISH,1972/6/23,REPUBLICAN
TONKYN,Teresa,1953/6/28,Alderwood,083-25-0276,FEMALE,1603,GREYHOUND,1972/6/23,DEMOCRAT
JOLY,Victor,1950/7/30,Alderwood,578-15-2419,MALE,1342,BOBTAIL,1972/6/24,REPUBLICAN
MAXWELL,KAREN,1951/12/12,Alderwood,834-58-4199,FEMALE,2478,CHERRY,1972/6/24,REPUBLICAN
ORGILL,William,1949/3/17,NEW YORK,942-86-4216,MALE,1722,TONKINESE,1972/6/24,REPUBLICAN
BRODACZYNSKI,Wanda,1935/7/10,Utah,731-56-3354,FEMALE,1190,CRANBERRY,1972/6/25,REPUBLICAN
DAGLE,DYLAN,1953/4/26,OKLAHOMA,253-80-0796,FEMALE,661,BLACKBERRY,1972/6/25,REPUBLICAN
WHITING,Andrea,1950/7/31,Alderwood,005-82-9299,FEMALE,3472,RAGAMUFFIN,1972/6/25,REPUBLICAN
GUSSENHOVEN,SUSAN,1953/4/27,Oregon,710-31-3845,FEMALE,259,JAVANESE,1972/6/26,REPUBLICAN
QUINTANILLA,THOMAS,1950/8/1,ARIZONA,265-69-8235,MALE,473,BUTTONWOOD,1972/6/26,REPUBLICAN
WHITMAN,Barry,1950/8/1,Oregon,334-08-5128,MALE,1111,BUFFALOBERRY,1972/6/26,REPUBLICAN
FARMER,Chantal,1953/4/28,ARIZONA,063-94-7442,FEMALE,291,KEESHOND,1972/6/27,REPUBLICAN
HOBSON,MARY,1950/8/2,Alderwood,888-62-4679,FEMALE,2828,PRICKLYPEAR,1972/6/27,REPUBLICAN
LANE,SAMUEL,1953/7/2,Oregon,753-04-2719,MALE,2425,HIMALAYA,1972/6/27,INDEPENDENT
BEAR,Dean,1953/7/3,Alderwood,169-59-6983,MALE,350,CRANBERRY,1972/6/28,INDEPENDENT
KAVETSKI,JAMES,1953/4/29,Alderwood,264-67-9776,MALE,651,SALMON,1972/6/28,REPUBLICAN
RAMELOT,TAMMY,1951/12/16,Alderwood,497-16-8343,FEMALE,1284,ABYSSINIAN,1972/6/28,DEMOCRAT
BEAN,Erin,1951/12/17,Alderwood,387-86-0175,FEMALE,1548,EIGHTEENTH,1972/6/29,DEMOCRAT
ISERN,PATRICIA,1953/4/30,Montana,749-85-4755,FEMALE,195,FOXGLOVE,1972/6/29,REPUBLICAN
SHVARTSBURG,JOSE,1949/3/22,ARIZONA,041-78-2618,MALE,344,PAWPAW,1972/6/29,DEMOCRAT
BECHTOL,Felix,1953/5/1,Alderwood,446-20-1850,MALE,1787,PEONY,1972/6/30,DEMOCRAT
COLTON,JOHN,1949/3/23,MEXICO,353-32-1733,MALE,350,FOURTEENTH,1972/6/30,REPUBLICAN
SEIM,TABITHA,1949/3/23,Alderwood,276-59-7066,FEMALE,331,SPHYNX,1972/6/30,DEMOCRAT
ANDERSON,BENJAMIN,1949/3/24,Alderwood,389-48-6425,MALE,678,MASTIFF,1972/7/1,DEMOCRAT
BELL,Gabrielle,1951/12/19,Alderwood,401-78-5207,FEMALE,2303,SUNFLOWER,1972/7/1,DEMOCRAT
NEUENSCHWANDER,LINDA,1954/7/6,ARIZONA,911-76-1647,FEMALE,307,HIMALAYA,1972/7/1,INDEPENDENT
BENDER,Humberto,1953/7/7,Alderwood,654-24-4206,MALE,159,COONHOUND,1972/7/2,DEMOCRAT
POLLACK,DEBORAH,1951/12/20,Alderwood,430-45-1167,FEMALE,1270,BALINESE,1972/7/2,DEMOCRAT
RUCKER,ROBERT,1934/3/4,Alderwood,458-91-4450,MALE,2821,TIFFANY,1972/7/2,DEMOCRAT
BISSON,Ingrid,1951/12/21,Idaho,077-65-7202,FEMALE,88,CHIHUAHUA,1972/7/3,DEMOCRAT
CHAMBERS,NATHAN,1950/8/8,Alderwood,882-33-0733,MALE,2408,FIFTEENTH,1972/7/3,REPUBLICAN
HE,BARBARA,1950/8/8,Oregon,032-14-0268,FEMALE,2608,CHOLLA,1972/7/3,DEMOCRAT
BLACK,Jerry,1950/8/9,Alderwood,716-98-6462,MALE,714,ABYSSINIAN,1972/7/4,REPUBLICAN
HENDERSON,SANDRA,1934/3/6,OKLAHOMA,121-76-1808,FEMALE,427,CORNFLOWER,1972/7/4,REPUBLICAN
STOTT,MICHAEL,1951/12/22,ARIZONA,162-98-6259,MALE,325,PERSIMMON,1972/7/4,DEMOCRAT
BLUE,Karen,1951/12/23,GEORGIA,395-52-5679,FEMALE,237,COONHOUND,1972/7/5,REPUBLICAN
CHAPMAN,ELIZABETH,1953/7/10,ILLINOIS,997-59-4851,FEMALE,144,OLIVE,1972/7/5,DEMOCRAT
KENNEDY,LOGAN,1949/3/28,FLORIDA,302-51-7720,MALE,655,CLOUDBERRY,1972/7/5,REPUBLICAN
BLAKE,Lorenzo,1953/5/7,Alderwood,867-76-8052,MALE,2730,COONHOUND,1972/7/6,REPUBLICAN
TAYLOR,WILLIAM,1935/7/21,Alderwood,228-51-3352,MALE,1554,BITTERSWEET,1972/7/6,DEMOCRAT
WIND,PATRICIA,1934/3/8,Alderwood,504-23-3402,FEMALE,2912,LILY,1972/7/6,REPUBLICAN
GRITSENKO,KEVIN,1950/8/12,Alderwood,754-87-7707,MALE,688,TERRIER,1972/7/7,REPUBLICAN
JOHNSON,Melissa,1953/5/8,Alderwood,549-79-1745,FEMALE,95,PERSIAN,1972/7/7,REPUBLICAN
MATHESON,JENNIFER,1953/5/8,MEXICO,167-48-6566,FEMALE,121,KEESHOND,1972/7/7,REPUBLICAN
LIVESAY,DONNA,1954/7/13,Montana,358-85-3899,FEMALE,75,BURMESE,1972/7/8,REPUBLICAN
MOFFETT,DAVID,1954/7/13,Alderwood,249-31-7196,MALE,1960,BALINESE,1972/7/8,REPUBLICAN
WHITFORD,Noel,1953/7/13,Washington,291-89-4852,FEMALE,193,PAPILION,1972/7/8,REPUBLICAN
BOWYER,Olga,1951/12/27,Alderwood,314-50-2272,FEMALE,3038,SNOWSHOE,1972/7/9,REPUBLICAN
BROOKS,MARIA,1950/8/14,MEXICO,218-16-5821,FEMALE,488,MAPLE,1972/7/9,REPUBLICAN
KNIGHT,GABRIEL ,1953/7/14,NEW YORK,973-22-3774,MALE,147,AFGHAN,1972/7/9,REPUBLICAN
LARSON,Pablo,1949/4/2,Alderwood,008-93-1639,MALE,1491,HONEYSUCKLE,1972/7/10,REPUBLICAN
WALKER,RICHARD,1949/4/2,Montana,890-12-7098,MALE,205,TENTH,1972/7/10,REPUBLICAN
WEINBENDER,LINDA,1950/8/15,Washington,795-82-7549,FEMALE,157,THIRD,1972/7/10,INDEPENDENT
BORBELY,Rebekah,1949/4/3,Oregon,800-81-6447,FEMALE,2845,OAK,1972/7/11,INDEPENDENT
FUNNELL,NOAH,1953/5/12,Alderwood,752-97-6316,MALE,1134,ANGORA,1972/7/11,DEMOCRAT
HETZLER,SUSAN,1950/8/16,Alderwood,412-90-7369,FEMALE,1445,TONKINESE,1972/7/11,REPUBLICAN
HILL,CHARLES,1950/8/17,Alderwood,546-11-5454,MALE,1792,CLOUDBERRY,1972/7/12,REPUBLICAN
HOLLOMON,Sebastien,1949/4/4,Alderwood,723-76-0857,MALE,3164,BUTTONWOOD,1972/7/12,DEMOCRAT
WHELAN,DEBRA,1953/7/17,Oregon,757-32-6626,FEMALE,2719,SIAMESE,1972/7/12,DEMOCRAT
DRAPER,MARGARET,1953/5/14,Alderwood,765-05-4715,FEMALE,560,TWENTIETH,1972/7/13,REPUBLICAN
FONTANA-SMITH,Tanya,1951/12/31,Idaho,118-86-7411,FEMALE,225,CROWBERRY,1972/7/13,DEMOCRAT
SMYSER,CALEB,1951/12/31,KANSAS,538-03-0616,MALE,29,NINETEENTH ,1972/7/13,DEMOCRAT
DUNCAN,JOSEPH,1953/7/19,ALABAMA,874-21-1723,MALE,223,PANSY,1972/7/14,INDEPENDENT
PLACET,Van,1950/8/19,FLORIDA,492-81-3586,MALE,1624,LUPIN,1972/7/14,DEMOCRAT
SERKOWSKI,BRENDA,1934/3/16,Oregon,475-51-1364,MALE,388,HIMALAYA,1972/7/14,DEMOCRAT
CASSENS,DOROTHY,1952/1/2,Alderwood,860-89-9252,FEMALE,896,TWELVTH,1972/7/15,DEMOCRAT
LAMAR,JORDAN,1954/7/20,Alderwood,790-52-2168,MALE,1020,COON,1972/7/15,DEMOCRAT
SKELLY,Wendy,1934/3/17,Alderwood,343-56-8937,FEMALE,467,SERENGETI,1972/7/15,DEMOCRAT
GRINSTEIN,Arthur,1949/4/8,ARIZONA,229-96-6674,MALE,25,BUTTONWOOD,1972/7/16,DEMOCRAT
GUAJARDO,JOSEPH,1953/5/17,Alderwood,200-21-2313,MALE,1687,GINGER,1972/7/16,DEMOCRAT
PERKINS,JASMINE,1952/1/3,Alderwood,037-67-9989,FEMALE,2226,PINSCHER,1972/7/16,REPUBLICAN
JOHNSON,Bertha,1934/3/19,MASSACHUSETTS,609-49-8207,FEMALE,33,LAUREL,1972/7/17,REPUBLICAN
MATHEWS,BETH,1952/1/4,Alderwood,054-74-3888,FEMALE,224,LUPIN,1972/7/17,DEMOCRAT
MCGARRY,HUNTER,1950/8/22,Alderwood,959-33-7415,MALE,1407,BLUEBERRY,1972/7/17,REPUBLICAN
RANDKLEV,SYDNEY,1953/5/19,ARIZONA,426-44-8993,MALE,461,BARBERRY,1972/7/18,REPUBLICAN
SHOOK,BRAD,1953/7/23,Alderwood,388-12-2812,MALE,1877,EIGHTEENTH,1972/7/18,DEMOCRAT
SKUMANICH,Cristobal,1950/8/23,Alderwood,636-90-4447,MALE,189,COONHOUND,1972/7/18,REPUBLICAN
ANDERSON,CARRIE,1952/1/6,Alderwood,516-39-0624,FEMALE,1848,SAFFLOWER,1972/7/19,DEMOCRAT
HUND,Dolly,1954/7/24,Alderwood,775-14-9105,FEMALE,2184,THIRD,1972/7/19,REPUBLICAN
KHALEEL,CAMERON,1950/8/24,Alderwood,870-80-9965,MALE,352,SELKIRK,1972/7/19,REPUBLICAN
COLLINS,VICTORIA,1950/8/25,Utah,447-02-9096,FEMALE,1185,ANGORA,1972/7/20,REPUBLICAN
DONALDSON,Edouard,1953/7/25,MEXICO,307-74-1194,MALE,230,CRANBERRY,1972/7/20,REPUBLICAN
WALKER,DONALD,1950/8/25,Alderwood,902-94-3106,MALE,280,TONKINESE,1972/7/20,REPUBLICAN
BUXTON,KYLE,1953/5/22,Alderwood,691-56-1248,MALE,1236,WOLFHOUND,1972/7/21,REPUBLICAN
QUILICI,CAROLINE,1952/1/8,California,094-60-2841,FEMALE,49,FIRST ,1972/7/21,REPUBLICAN
STONE,Fay,1950/8/26,Oregon,106-35-3486,FEMALE,2776,SEVENTH,1972/7/21,REPUBLICAN
BARTHA,Gustav,1953/5/23,CONNECTICUT,568-19-8973,MALE,89,PIXIE,1972/7/22,REPUBLICAN
CARTERET,ANNA,1950/8/27,Alderwood,448-64-7263,FEMALE,1813,PIXIE,1972/7/22,REPUBLICAN
MINISTER,DENNIS,1953/5/23,Alderwood,109-58-4158,MALE,252,SOMALI,1972/7/22,REPUBLICAN
DAMBERG,KATY,1953/5/24,California,310-52-4893,FEMALE,128,ABYSSINIAN,1972/7/23,REPUBLICAN
SCOTT,ELIJAH,1947/12/2,NORTH CAROLINA,170-73-4054,MALE,123,POODLE,1972/7/23,INDEPENDENT
STOPPANI,Hanna,1953/7/28,MEXICO,036-26-0382,FEMALE,97,EIGHTEENTH,1972/7/23,REPUBLICAN
COPPINGER,WAYNE,1953/7/29,Montana,629-66-5969,MALE,3,KINNIKINICK,1972/7/24,REPUBLICAN
DIEFENDERFER,Ike,1952/1/11,ALABAMA,987-41-2911,MALE,619,ABYSSINIAN,1972/7/24,INDEPENDENT
SEAVER,BRIANNA,1949/4/16,Alderwood,697-24-7309,FEMALE,847,CRANBERRY,1972/7/24,DEMOCRAT
HANSEN,Josephine,1934/3/27,Washington,553-49-0050,FEMALE,127,EIGHTEENTH,1972/7/25,DEMOCRAT
MCFARLANE,JASON,1950/8/30,California,313-29-4890,MALE,108,BEARBERRY,1972/7/25,DEMOCRAT
SAWYER,CYNTHIA,1952/1/12,Alderwood,676-95-8398,FEMALE,803,QUAIL,1972/7/25,REPUBLICAN
CARROTHERS,JESSICA,1950/8/31,Alderwood,082-05-7560,FEMALE,97,SPHYNX,1972/7/26,DEMOCRAT
STUDNISKI,NEAL,1949/4/18,LOUISIANNA,400-73-8610,MALE,178,SAFFLOWER,1972/7/26,REPUBLICAN
THOMAS,Kyle,1954/7/31,ARKANSAS,044-30-0570,MALE,133,THIRTEENTH,1972/7/26,DEMOCRAT
HORSTMAN,NATALIE,1949/4/19,ARIZONA,615-50-3461,FEMALE,337,FIRST ,1972/7/27,INDEPENDENT
SCHULTZ,Laura,1952/1/14,Alderwood,344-50-2596,FEMALE,1052,BURMESE,1972/7/27,DEMOCRAT
ZAVERI,JACK,1953/5/28,Alderwood,900-34-1186,MALE,172,BUFFALOBERRY,1972/7/27,DEMOCRAT
FELLER,Marco,1950/9/2,Alderwood,260-09-6028,MALE,6,CHERRY,1972/7/28,DEMOCRAT
KEEFE,GRACE,1950/9/2,PENNSYLVANIA,616-32-3161,FEMALE,592,STURGEON,1972/7/28,DEMOCRAT
WARNER,MIKE,1949/4/20,Alderwood,487-92-1273,MALE,2751,MASTIFF,1972/7/28,DEMOCRAT
FULLMER,Nana,1953/5/30,Alderwood,593-01-7842,MALE,729,COON,1972/7/29,DEMOCRAT
GEFFEN,AARON,1934/3/31,California,156-58-7175,MALE,10,SAGE,1972/7/29,REPUBLICAN
HUBER,KIMBERLY,1952/1/16,MASSACHUSETTS,913-66-8260,FEMALE,273,SPHYNX,1972/7/29,DEMOCRAT
MOSTALA,ISABELLA,1952/1/17,Alderwood,595-52-9364,FEMALE,1661,SASKATOON,1972/7/30,REPUBLICAN
STEPHAN,SCOTT,1950/9/4,Montana,157-22-7476,MALE,216,MARIGOLD,1972/7/30,DEMOCRAT
YE,Omar,1950/9/4,ARIZONA,594-94-2298,MALE,351,PAWPAW,1972/7/30,REPUBLICAN
DOWNARD,ISAIAH,1953/6/1,Alderwood,991-93-7853,MALE,1265,ELDERBERRY,1972/7/31,REPUBLICAN
ROBERTS,Paloma,1950/9/5,MASSACHUSETTS,321-69-8580,FEMALE,1791,SIAMESE,1972/7/31,REPUBLICAN
SKINNER,BECKY,1934/4/2,Alderwood,980-61-8830,FEMALE,119,ROSEMARY,1972/7/31,DEMOCRAT
CHAVEZ-TAPIA,Rene,1953/6/2,ALABAMA,472-98-2923,FEMALE,683,POODLE,1972/8/1,REPUBLICAN
RICHMOND,THOMAS,1949/4/24,Alderwood,899-27-7097,MALE,1242,QUAIL,1972/8/1,DEMOCRAT
SMET,LAUREN,1952/1/19,Montana,698-70-6297,MALE,144,ASIAN,1972/8/1,REPUBLICAN
BEDOYA,Sally,1950/9/7,Alderwood,316-64-3097,FEMALE,3003,ANGORA,1972/8/2,REPUBLICAN
DEITCHLER,LUKE,1953/6/3,Alderwood,171-39-6197,MALE,2744,CRANBERRY,1972/8/2,REPUBLICAN
ERICKSON,REBECAH,1934/4/4,Alderwood,239-88-0692,FEMALE,1761,SAGUARO,1972/8/2,REPUBLICAN
MINNICK,STEVEN,1950/9/8,Alderwood,025-30-3083,MALE,36,PERSIAN,1972/8/3,REPUBLICAN
PAYNE,ALYSSA,1952/1/21,Wyoming,470-07-2652,FEMALE,30,JAVANESE,1972/8/3,REPUBLICAN
